,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,GP,50,,nan,,0.0174273602807,-0.593807921673,,default,,0.209039
0,,GP,100,,nan,,0.0178371524169,-0.602220898832,,default,,0.25317
0,,GP,250,,nan,,0.0111265188755,-0.827954482791,,default,,0.473313
0,,SGP,100,25,nan,,0.0137453845908,-0.6612021616,,default,,1.217164
0,,GP,500,,nan,,0.010948421913,-0.836435080648,,default,,1.615928
0,,GP,750,,nan,,0.0103411759512,-0.866321399667,,default,,4.561278
0,,GP,1000,,nan,,0.0104254114974,-0.862517585961,,default,,8.595757
0,,SGP,500,25,nan,,0.0110425110814,-0.805674505751,,default,,5.273436
0,,SGP,50,25,nan,,0.0270504601933,-0.312026485436,,default,,7.770441
0,,SGP,250,25,nan,,0.0118864313155,-0.683341131498,,default,,9.5446
0,,SGP,750,25,nan,,0.0104693099836,-0.844000738204,,default,,6.453671
0,,GP,1250,,nan,,0.010418992889,-0.863059648384,,default,,16.862368
0,,SGP,1000,25,nan,,0.0104730879712,-0.820978950115,,default,,10.525596
0,,SGP,1250,25,nan,,0.0106059819207,-0.845761270171,,default,,5.560072
0,,GP,750,,nan,,0.0107591653748,-0.846879466692,,default,,4.875796
0,,SGP,750,25,nan,,0.010817803708,-0.829045173659,,default,,5.340146
0,,GP,100,,nan,,0.0130238324042,-0.751055524232,,default,,0.292383
0,,SGP,100,25,nan,,0.015568612728,0.865459893276,,default,,9.779819
0,,GP,100,,nan,,0.0129954032378,-0.743403323299,,default,,0.284519
0,,SGP,100,25,nan,,0.0167013654877,-0.39570377968,,default,,4.056279
0,,GP,50,,nan,,0.0227914562734,-0.476185980882,,default,,0.201203
0,,GP,100,,nan,,0.0131032383449,-0.750111640138,,default,,0.306635
0,,GP,250,,nan,,0.0115447314042,-0.808552452017,,default,,0.549944
0,,GP,500,,nan,,0.0109745015082,-0.836584010525,,default,,1.473133
0,,GP,750,,nan,,0.0109086221565,-0.840150451598,,default,,4.811855
0,,GP,1000,,nan,,0.0105656177871,-0.856003022624,,default,,9.723119
0,,SGP,50,25,nan,,0.0482766229921,-0.132048610297,,default,,8.223117
0,,SGP,250,25,nan,,0.0119370654252,-0.745329085193,,default,,7.882249
0,,SGP,100,25,nan,,0.0121640766504,-0.585553598951,,default,,8.670255
0,,SGP,1000,25,nan,,0.0105557081077,-0.843954551261,,default,,3.569775
0,,SGP,500,25,nan,,0.0110633690778,-0.803376784479,,default,,11.813241
0,,GP,1250,,nan,,0.0103693343994,-0.865118050346,,default,,17.882946
0,,SGP,750,25,nan,,0.0111820705885,-0.802636398776,,default,,13.963
0,,SGP,1250,25,nan,,0.0104298519512,-0.850584254071,,default,,16.03298
0,,GP,50,,nan,,0.0206310470013,-0.570691081014,,default,,0.191764
0,,GP,100,,nan,,0.0126850945599,-0.762307055706,,default,,0.281559
0,,GP,250,,nan,,0.0112996994012,-0.820875158759,,default,,0.543017
0,,GP,500,,nan,,0.0104976528165,-0.859179392446,,default,,1.660337
0,,GP,750,,nan,,0.010583911794,-0.854769154308,,default,,4.42379
0,,SGP,250,35,nan,,0.0118762402984,-0.754778517605,,default,,6.229347
0,,GP,1000,,nan,,0.0107380164926,-0.847911256605,,default,,8.870669
0,,SGP,50,35,nan,,0.0276155863789,0.690305471616,,default,,8.972059
0,,SGP,100,35,nan,,0.0132921476082,-0.679775322574,,default,,9.315834
0,,SGP,1000,35,nan,,0.010673174875,-0.84254884751,,default,,5.63455
0,,SGP,500,35,nan,,0.0104311066029,-0.827866415512,,default,,13.460647
0,,SGP,750,35,nan,,0.010653676267,-0.838140214075,,default,,15.350488
0,,GP,1250,,nan,,0.0104568639035,-0.860361215186,,default,,18.57108
0,,SGP,1250,35,nan,,0.0105090931617,-0.840648763259,,default,,18.644789
0,,GP,50,,nan,,0.0190051892257,-0.515884356487,,default,,0.197363
0,,GP,100,,nan,,0.0122449377234,-0.778814328545,,default,,0.247795
0,,GP,250,,nan,,0.0113578647857,-0.819198990224,,default,,0.456524
0,,GP,500,,nan,,0.0105469925479,-0.85634562331,,default,,1.359412
0,,GP,750,,nan,,0.0106542863781,-0.852093051858,,default,,4.958504
0,,SGP,250,50,nan,,0.0112958120356,-0.797089060884,,default,,6.108153
0,,GP,1000,,nan,,0.0104216128016,-0.862684922463,,default,,9.260011
0,,SGP,50,50,nan,,0.0299311802649,-0.438284389759,,default,,9.711005
0,,SGP,100,50,nan,,0.0122021323796,-0.741690194612,,default,,10.422381
0,,SGP,500,50,nan,,0.0105551177164,-0.844076537284,,default,,16.714373
0,,GP,1250,,nan,,0.0104223590881,-0.862843092672,,default,,18.245485
0,,SGP,750,50,nan,,0.010677150609,-0.84599691493,,default,,20.145887
0,,SGP,1000,50,nan,,0.0104428401686,-0.854184715098,,default,,26.660466
0,,SGP,1250,50,nan,,0.0104203347636,-0.857407170602,,default,,34.295658
