,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,DGP,50,25,[2],adam_Mxit1500,0.126642173445,0.299598652658,0.151,True,,28.528589
0,,DGP,100,25,[2],adam_Mxit1500,0.0309315603101,-0.448451834722,0.112,True,,33.705242
0,,DGP,250,25,[2],adam_Mxit1500,0.0133962064972,-0.680377296886,0.113,True,,49.510727
0,,DGP,1000,25,[2],adam_Mxit1500,0.0135364522185,-0.642134062044,0.12,True,,49.877361
0,,DGP,1250,25,[2],adam_Mxit1500,0.0125028853335,-0.693981835591,0.116,True,,49.87086
0,,DGP,500,25,[2],adam_Mxit1500,0.014951214522,-0.638286179264,0.12,True,,51.003153
0,,DGP,750,25,[2],adam_Mxit1500,0.0120019662902,-0.733605323399,0.114,True,,51.949821
0,,DGP,50,35,[2],adam_Mxit1500,0.0595162275508,-0.0378919098003,0.145,True,,70.997561
0,,DGP,100,35,[2],adam_Mxit1500,0.0635065021379,-0.0172740289797,0.111,True,,80.656338
0,,DGP,500,35,[2],adam_Mxit1500,0.0122366386078,-0.672506805665,0.112,True,,114.089075
0,,DGP,250,35,[2],adam_Mxit1500,0.0156366393391,-0.663332778104,0.109,True,,114.185466
0,,DGP,1000,35,[2],adam_Mxit1500,0.0133095862001,-0.653693351005,0.12,True,,115.478742
0,,DGP,750,35,[2],adam_Mxit1500,0.0127076415787,-0.709276040004,0.117,True,,115.375081
0,,DGP,1250,35,[2],adam_Mxit1500,0.0153413668146,-0.643732754308,0.121,True,,115.662781
0,,DGP,50,50,[2],adam_Mxit1500,0.0320079553092,-0.273279708441,0.141,True,,282.27936
0,,DGP,100,50,[2],adam_Mxit1500,0.0276864224628,-0.447117494903,0.106,True,,304.225232
0,,DGP,250,50,[2],adam_Mxit1500,0.0134461049218,-0.707509685172,0.107,True,,377.325567
0,,DGP,750,50,[2],adam_Mxit1500,0.0119755496407,-0.730143303775,0.112,True,,377.675111
0,,DGP,500,50,[2],adam_Mxit1500,0.0138547504647,-0.71584874167,0.105,True,,377.65472
0,,DGP,1250,50,[2],adam_Mxit1500,0.0115470398716,-0.76977105214,0.107,True,,378.032542
0,,DGP,1000,50,[2],adam_Mxit1500,0.0119878448641,-0.723371495657,0.113,True,,378.158463
