,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,DGP,50,25,[2],adam_Mxit1500,0.0179715251328,-0.49039447181,0.12,True,,28.563718
0,,DGP,100,25,[2],adam_Mxit1500,0.0191671846785,-0.580232499844,0.119,True,,33.760288
0,,DGP,250,25,[2],adam_Mxit1500,0.0108246338006,-0.79899099821,0.104,True,,49.627555
0,,DGP,1250,25,[2],adam_Mxit1500,0.0109420420262,-0.810989706235,0.103,True,,49.82885
0,,DGP,1000,25,[2],adam_Mxit1500,0.0118467388817,-0.764941930149,0.108,True,,49.759777
0,,DGP,500,25,[2],adam_Mxit1500,0.0109756241152,-0.811972722369,0.105,True,,51.171612
0,,DGP,750,25,[2],adam_Mxit1500,0.0116294253346,-0.785047385545,0.107,True,,52.520542
0,,DGP,50,35,[2],adam_Mxit1500,0.0207032636906,-0.458589132424,0.133,True,,71.10747
0,,DGP,100,35,[2],adam_Mxit1500,0.0157390826632,-0.639947902927,0.112,True,,80.669414
0,,DGP,250,35,[2],adam_Mxit1500,0.0119939456212,-0.778978151443,0.098,True,,114.185904
0,,DGP,500,35,[2],adam_Mxit1500,0.0107259650042,-0.782385184462,0.11,True,,114.249994
0,,DGP,1250,35,[2],adam_Mxit1500,0.0108727014279,-0.796817152568,0.107,True,,115.639153
0,,DGP,1000,35,[2],adam_Mxit1500,0.0136923962482,-0.734375289673,0.108,True,,115.397709
0,,DGP,750,35,[2],adam_Mxit1500,0.0117707961226,-0.765815206122,0.109,True,,115.713518
0,,DGP,50,50,[2],adam_Mxit1500,0.0154970902913,-0.508584112657,0.129,True,,281.891668
0,,DGP,100,50,[2],adam_Mxit1500,0.0191786366629,-0.609273268952,0.096,True,,304.193725
0,,DGP,250,50,[2],adam_Mxit1500,0.0110419301688,-0.810177764108,0.096,True,,377.741218
0,,DGP,1250,50,[2],adam_Mxit1500,0.0119402557092,-0.779126706217,0.103,True,,377.803962
0,,DGP,750,50,[2],adam_Mxit1500,0.0106696261848,-0.828610307074,0.102,True,,377.553069
0,,DGP,500,50,[2],adam_Mxit1500,0.0111835096535,-0.80206624089,0.103,True,,377.843015
0,,DGP,1000,50,[2],adam_Mxit1500,0.0110117738861,-0.801779717465,0.105,True,,378.022713
