,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,DGP,50,25,[2],adam_Mxit1500,0.018720663838,-0.639320106331,0.083,True,,28.586512
0,,DGP,100,25,[2],adam_Mxit1500,0.0164014730752,-0.664651707889,0.101,True,,33.935693
0,,DGP,1000,25,[2],adam_Mxit1500,0.0106656345482,-0.797354191675,0.109,True,,49.792276
0,,DGP,1250,25,[2],adam_Mxit1500,0.0107388813182,-0.825162021521,0.106,True,,49.78149
0,,DGP,250,25,[2],adam_Mxit1500,0.0103722005276,-0.832867458499,0.1,True,,49.566529
0,,DGP,500,25,[2],adam_Mxit1500,0.0122569380069,-0.781285655763,0.106,True,,50.455362
0,,DGP,750,25,[2],adam_Mxit1500,0.0105004757784,-0.82316575508,0.105,True,,52.379061
0,,DGP,50,35,[2],adam_Mxit1500,0.0467867952832,-0.115550364465,0.115,True,,71.01864
0,,DGP,100,35,[2],adam_Mxit1500,0.0145612866027,-0.740152870865,0.092,True,,80.651903
0,,DGP,250,35,[2],adam_Mxit1500,0.0118202985968,-0.767730129241,0.102,True,,114.046261
0,,DGP,500,35,[2],adam_Mxit1500,0.0101941499805,-0.826385235502,0.105,True,,114.39058
0,,DGP,750,35,[2],adam_Mxit1500,0.0107978342001,-0.801919082561,0.107,True,,115.369379
0,,DGP,1250,35,[2],adam_Mxit1500,0.0107931650002,-0.817992924617,0.108,True,,115.579574
0,,DGP,1000,35,[2],adam_Mxit1500,0.0100585031814,-0.853760438355,0.106,True,,115.60882
0,,DGP,50,50,[2],adam_Mxit1500,0.0177690167368,-0.60922216121,0.093,True,,281.71009
0,,DGP,100,50,[2],adam_Mxit1500,0.0112333705965,-0.815724364283,0.095,True,,304.460527
0,,DGP,750,50,[2],adam_Mxit1500,0.011051822022,-0.816552748128,0.1,True,,377.687095
0,,DGP,500,50,[2],adam_Mxit1500,0.010952856134,-0.797356957232,0.106,True,,377.704152
0,,DGP,250,50,[2],adam_Mxit1500,0.0112302716109,-0.819171351602,0.094,True,,377.637747
0,,DGP,1250,50,[2],adam_Mxit1500,0.0104536568487,-0.838614279637,0.106,True,,378.003011
0,,DGP,1000,50,[2],adam_Mxit1500,0.0105846330008,-0.816353437946,0.106,True,,378.354141
