,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,GP,100,,nan,,0.0136184668723,-0.722128623493,,default,,0.245012
0,,GP,50,,nan,,0.0263055056294,-0.512052317527,,default,,0.220692
0,,GP,250,,nan,,0.0124139804587,-0.772406041697,,default,,0.500213
0,,GP,500,,nan,,0.0112282997455,-0.82346182573,,default,,1.655853
0,,GP,750,,nan,,0.0111505278128,-0.82702197427,,default,,4.739941
0,,GP,1000,,nan,,0.0108922885938,-0.840707281703,,default,,9.042765
0,,SGP,500,25,nan,,0.0116684624687,-0.768536580389,,default,,4.962845
0,,SGP,100,25,nan,,0.0162458844596,0.0727052676371,,default,,8.157592
0,,SGP,50,25,nan,,0.0252915345873,1.90213819011,,default,,7.797744
0,,SGP,250,25,nan,,0.01370516361,-0.642180423017,,default,,9.589126
0,,GP,1250,,nan,,0.0108276883805,-0.842789922334,,default,,16.941099
0,,SGP,750,25,nan,,0.0139456110118,-0.746206369115,,default,,9.330528
0,,SGP,1000,25,nan,,0.0115616676323,-0.799560286819,,default,,10.760457
0,,SGP,1250,25,nan,,0.0115060747109,-0.809108123215,,default,,8.087674
0,,GP,750,,nan,,0.010877022833,-0.841251852531,,default,,4.386336
0,,SGP,750,25,nan,,0.0114215299285,-0.789093480474,,default,,7.371903
0,,GP,100,,nan,,0.0142693221672,-0.69746502657,,default,,0.247954
0,,SGP,100,25,nan,,0.0158360158229,0.76284147394,,default,,9.562298
0,,GP,100,,nan,,0.0173494754273,-0.653321605069,,default,,0.257686
0,,SGP,100,25,nan,,0.0270089022109,-0.162087079505,,default,,8.087847
0,,GP,50,,nan,,0.0349158790532,-0.433626207824,,default,,0.229467
0,,GP,100,,nan,,0.0138377815813,-0.723395922269,,default,,0.271876
0,,GP,250,,nan,,0.0128293243802,-0.759172990388,,default,,0.519275
0,,GP,500,,nan,,0.0113203116191,-0.819711298549,,default,,1.626606
0,,SGP,250,25,nan,,0.0138346217167,-0.661853303897,,default,,2.762477
0,,GP,750,,nan,,0.0110298357932,-0.834244528289,,default,,4.969058
0,,GP,1000,,nan,,0.0108611680472,-0.841067542381,,default,,8.60565
0,,SGP,500,25,nan,,0.0124520305773,-0.772308465318,,default,,6.33631
0,,SGP,50,25,nan,,0.040239318066,13.2764461776,,default,,8.201178
0,,SGP,100,25,nan,,0.0160041128698,-0.381415959761,,default,,8.594762
0,,GP,1250,,nan,,0.0107560845409,-0.84712336762,,default,,16.983594
0,,SGP,750,25,nan,,0.0114579937127,-0.801068477822,,default,,9.451754
0,,SGP,1250,25,nan,,0.011501433788,-0.810389987859,,default,,5.276479
0,,SGP,1000,25,nan,,0.0133216603414,-0.778133395042,,default,,12.9548
0,,GP,100,,nan,,0.0150039236637,-0.674248766746,,default,,0.259354
0,,GP,50,,nan,,0.0326958093466,-0.46726779401,,default,,0.224875
0,,GP,250,,nan,,0.0119030710784,-0.787554530526,,default,,0.501124
0,,GP,500,,nan,,0.0111587485205,-0.827583224786,,default,,1.713529
0,,GP,750,,nan,,0.0109752482309,-0.836373695217,,default,,5.35869
0,,GP,1000,,nan,,0.0110588830609,-0.833088601773,,default,,9.854436
0,,SGP,50,35,nan,,0.0372184156276,0.199629575526,,default,,8.864477
0,,SGP,100,35,nan,,0.0176722311022,-0.611165020209,,default,,9.272607
0,,SGP,250,35,nan,,0.0120957746998,-0.625076769566,,default,,11.193475
0,,SGP,500,35,nan,,0.011175724638,-0.806824857997,,default,,13.375562
0,,GP,1250,,nan,,0.0108480507676,-0.842884338501,,default,,18.316984
0,,SGP,750,35,nan,,0.0110328788479,-0.806581193989,,default,,15.426422
0,,SGP,1000,35,nan,,0.0111588508787,-0.824574840191,,default,,17.344033
0,,SGP,1250,35,nan,,0.0108482664312,-0.822920364804,,default,,18.519912
0,,GP,50,,nan,,0.0568744911285,-0.238320135689,,default,,0.1964
0,,GP,100,,nan,,0.0132473135812,-0.736924096452,,default,,0.253909
0,,GP,250,,nan,,0.0131746020971,-0.740982803054,,default,,0.47283
0,,GP,500,,nan,,0.0110303363664,-0.834179631056,,default,,1.601615
0,,GP,750,,nan,,0.010853964725,-0.842210069335,,default,,5.534947
0,,GP,1000,,nan,,0.0110170376172,-0.835137165457,,default,,10.990484
0,,SGP,50,50,nan,,0.0819094938248,-0.0606960105733,,default,,9.579403
0,,SGP,100,50,nan,,0.014933823719,-0.524727856276,,default,,10.546159
0,,SGP,250,50,nan,,0.0140526295587,-0.700595376641,,default,,13.098674
0,,SGP,500,50,nan,,0.0110078356222,-0.803394641417,,default,,16.482469
0,,GP,1250,,nan,,0.0108749320766,-0.841093397196,,default,,19.377622
0,,SGP,750,50,nan,,0.0108560534405,-0.825932455329,,default,,20.806593
0,,SGP,1000,50,nan,,0.0109635063025,-0.828112440574,,default,,28.145573
0,,SGP,1250,50,nan,,0.0108728203181,-0.825557079554,,default,,34.36678
