,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_3,SGP,50,50,nan,,0.484085127506,0.574655746163,,,25.633512,
0,DGP_3,SGP,100,50,nan,,0.17178459381,0.549443154063,,,363.498059,
0,DGP_3,SGP,250,50,nan,,0.0716344175781,0.164100012695,,,156.171165,
0,DGP_3,SGP,500,50,nan,,0.0619600460956,0.120344105373,,,214.598484,
0,DGP_3,SGP,750,50,nan,,0.0367082919107,-0.0914245549047,,,331.812297,
0,DGP_3,SGP,1000,50,nan,,0.0324650501343,-0.138527985954,,,329.162779,
0,DGP_3,SGP,1250,50,nan,,0.0120133728809,-0.451523324252,,,340.989422,
