,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,750,50,[2],adam500sn_0.5855,0.456206516713,0.99019052053,,,118.445441,mb_250lr_0.02
0,meeting,DGP,750,50,[2],adam500sn_0.4797,0.505898705352,0.956312169103,,,53.810595,mb_250lr_0.02
0,meeting,DGP,750,50,[2],adam500sn_0.0143,0.562200766181,1.12088437982,,,4.67319,mb_250lr_0.02
0,meeting,DGP,750,50,[2],adam500sn_0.473,0.463190444775,0.914935587764,,,57.224405,mb_250lr_0.02
0,meeting,DGP,750,50,[2],adam500sn_0.5317,0.414805564639,0.917483419839,,,52.980056,mb_250lr_0.02
0,meeting,DGP,500,50,[2],lbgfs500sn_0.0027,0.392190683308,0.158882448141,,,233.780883,mb_250lr_0.02
0,meeting,DGP,500,50,[2],adam500sn_0.6716,0.542013222319,1.08598185644,True,0.112636673545,53.46484,mb_250lr_0.02
