,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,step_block,GP,207,,nan,,0.120527313277,-1.0263397171,,,0.957596,
0,step_block,DGP,207,25.0,[2],adam,0.0117406479028,-1.05523655589,,,1.916432,
0,step_block,SGP,207,25.0,nan,,0.0736779712929,-0.747641185669,,,2.043203,
0,step_block,DGP,207,50.0,[2],adam,0.00719465972453,-1.62384898224,,,9.784477,
0,step_block,SGP,207,50.0,nan,,0.120790234452,-0.910363578235,,,9.047439,
0,step_block,DGP,207,75.0,[2],adam,0.00844091624939,-1.69581558054,True,0.034774291080309716,34.287536,
0,step_block,SGP,207,75.0,nan,,0.120529645168,-1.02631791705,,,3.675855,
