,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.0032,0.726044515389,1.20655105232,,,10.41626,mb_250lr_0.02
