,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.797,0.714163664658,1.2408100954,,,86.153298,mb_250lr_0.02
