,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.2187,0.245852993515,0.293517541284,True,0.0587813430756,83.168038,mb_250lr_0.02
