,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.5314,0.378466391703,0.902589279305,True,0.130400108362,85.783814,mb_250lr_0.02
