,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_4,DGP,500,50,[2],L-BFGS-B,0.310124218243,0.0262987064513,True,0.315177410013,290.989965,
