,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,DGP,1250,50,[2],adam_Mxit1500,0.253332777267,0.717400360434,0.488,True,,303.605103
0,,DGP,500,50,[2],adam_Mxit1500,0.285037667133,0.70922181793,0.455,True,,303.836237
0,,DGP,250,50,[2],adam_Mxit1500,0.235859599851,0.290287728382,0.241,True,,303.954999
0,,DGP,750,50,[2],adam_Mxit1500,0.208560470598,0.439126587169,0.326,True,,303.688421
0,,DGP,1000,50,[2],adam_Mxit1500,0.206824316193,0.508347615833,0.359,True,,304.181181
0,,DGP,250,40,[2],adam_Mxit1500,0.191605112511,0.394654949559,0.285,True,,162.406262
0,,DGP,500,40,[2],adam_Mxit1500,0.2407292354,0.644718269572,0.41,True,,162.714487
0,,DGP,1250,40,[2],adam_Mxit1500,0.226357244213,0.55532584784,0.402,True,,163.062461
0,,DGP,1000,40,[2],adam_Mxit1500,0.315590707258,0.798043701001,0.531,True,,163.420395
0,,DGP,750,40,[2],adam_Mxit1500,0.21894163753,0.508829234483,0.372,True,,163.851111
0,,DGP,250,30,[2],adam_Mxit1500,0.249701743614,0.563604922953,0.34,True,,75.123382
0,,DGP,1000,30,[2],adam_Mxit1500,0.215897216432,0.417339344207,0.323,True,,75.40677
0,,DGP,1250,30,[2],adam_Mxit1500,0.234760617888,0.624118162733,0.434,True,,75.381436
0,,DGP,750,30,[2],adam_Mxit1500,0.169513677426,0.296286801879,0.286,True,,75.628748
0,,DGP,500,30,[2],adam_Mxit1500,0.254610387805,0.653799272037,0.456,True,,75.431698
0,,DGP,250,25,[2],adam_Mxit1500,0.390714220105,0.726811009238,0.373,True,,51.060004
0,,DGP,1000,25,[2],adam_Mxit1500,0.270966143901,0.640116556965,0.42,True,,51.316263
0,,DGP,1250,25,[2],adam_Mxit1500,0.275762176764,0.685756828937,0.459,True,,51.430506
0,,DGP,500,25,[2],adam_Mxit1500,0.194073851924,0.465341639922,0.344,True,,51.998987
0,,DGP,750,25,[2],adam_Mxit1500,0.274107898919,0.757685012302,0.523,True,,52.149573
0,,DGP,250,60,[2],adam_Mxit1500,0.238259483761,0.324929939974,0.214,True,,513.722069
0,,DGP,500,60,[2],adam_Mxit1500,0.145410795346,0.199689635887,0.246,True,,513.948512
0,,DGP,750,60,[2],adam_Mxit1500,0.0990844857947,0.0259962634301,0.206,True,,514.233299
0,,DGP,1000,60,[2],adam_Mxit1500,0.180760825972,0.383522399857,0.316,True,,514.173088
0,,DGP,1250,60,[2],adam_Mxit1500,0.208767292864,0.394438965271,0.316,True,,514.468105
