,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,GP,250,,nan,,0.0110024278011,-0.898765447888,,default,,0.610282
0,,SGP,250,50,nan,,0.109644124539,0.459606088119,,default,,1.135958
0,,GP,500,,nan,,0.00518397200274,-1.22285517429,,default,,1.982484
0,,GP,750,,nan,,0.00432509718377,-1.28192195163,,default,,5.838857
0,,SGP,500,50,nan,,0.0610455908966,0.223641505751,,default,,2.604342
0,,SGP,750,50,nan,,0.0552555262255,0.124440462304,,default,,2.313699
0,,GP,1000,,nan,,0.00386766214333,-1.3381421994,,default,,11.06981
0,,GP,1250,,nan,,0.00386833095268,-1.33927731882,,default,,18.228947
0,,SGP,1000,50,nan,,0.0539001745346,0.10521358024,,default,,8.834914
0,,SGP,1250,50,nan,,0.0496799629665,0.023101953096,,default,,3.9769
0,,GP,250,,nan,,0.0266110861245,-0.844144025334,,default,,0.668
0,,SGP,250,40,nan,,0.232080683316,0.70014101306,,default,,0.849428
0,,GP,500,,nan,,0.00564982209757,-1.17524004172,,default,,1.95067
0,,SGP,500,40,nan,,0.0980373814448,0.401062785325,,default,,1.945661
0,,GP,750,,nan,,0.00415085184781,-1.30739610096,,default,,5.553858
0,,SGP,750,40,nan,,0.111565685328,0.397706955508,,default,,2.58932
0,,GP,1000,,nan,,0.00388849162151,-1.34687966835,,default,,10.276743
0,,SGP,1000,40,nan,,0.0880858304163,0.273247638702,,default,,3.104081
0,,GP,1250,,nan,,0.00371139888605,-1.3639883043,,default,,20.713716
0,,SGP,1250,40,nan,,0.0726768414761,0.205729950759,,default,,3.887521
0,,GP,250,,nan,,0.0383000009674,-0.837254087759,,default,,0.59748
0,,SGP,250,30,nan,,0.226480301709,0.721913511431,,default,,0.874166
0,,GP,500,,nan,,0.00533958220462,-1.17796628898,,default,,1.665271
0,,SGP,500,30,nan,,0.16893772471,0.584945461484,,default,,0.982449
0,,GP,750,,nan,,0.00430022323217,-1.29722168369,,default,,5.175923
0,,SGP,750,30,nan,,0.127701485298,0.492024527511,,default,,1.574542
0,,GP,1000,,nan,,0.00421615526992,-1.29997127465,,default,,10.259527
0,,SGP,1000,30,nan,,0.205450592812,0.646744115971,,default,,3.523388
0,,GP,1250,,nan,,0.00390849036382,-1.33496423707,,default,,16.797977
0,,SGP,1250,30,nan,,0.119464507444,0.4091720668,,default,,2.390373
0,,GP,250,,nan,,0.0141427347398,-0.898013023832,,default,,0.666014
0,,SGP,250,25,nan,,0.29818560296,0.842483602406,,default,,0.63359
0,,GP,500,,nan,,0.00495255447294,-1.21117415377,,default,,1.938601
0,,SGP,500,25,nan,,0.250932604772,0.770047001273,,default,,1.36347
0,,GP,750,,nan,,0.00471177310669,-1.25935141706,,default,,6.071066
0,,SGP,750,25,nan,,0.245738150942,0.73783421277,,default,,1.437136
0,,GP,1000,,nan,,0.00392658685471,-1.33912157525,,default,,10.536591
0,,SGP,1000,25,nan,,0.251146411332,0.748434667619,,default,,2.106781
0,,GP,1250,,nan,,0.00378045132804,-1.35819588468,,default,,20.913359
0,,SGP,1250,25,nan,,0.19218278366,0.625157989765,,default,,2.274926
0,,GP,250,,nan,,0.0274861762616,-0.749760034789,,default,,0.714502
0,,SGP,250,60,nan,,0.0910391405491,0.305766328149,,default,,1.423711
0,,GP,500,,nan,,0.00548324460019,-1.21386205529,,default,,2.152896
0,,SGP,500,60,nan,,0.0762677450382,0.141695655517,,default,,2.101129
0,,GP,750,,nan,,0.00465284103088,-1.24435393628,,default,,6.011116
0,,GP,1000,,nan,,0.0040692166223,-1.31468791559,,default,,8.924901
0,,SGP,750,60,nan,,0.0280328749922,-0.0840829168148,,default,,2.824327
0,,SGP,1000,60,nan,,0.0284231970529,-0.17071616342,,default,,4.1288
0,,GP,1250,,nan,,0.00388932764467,-1.34297254323,,default,,19.250389
0,,SGP,1250,60,nan,,0.0237345720636,-0.223035720703,,default,,7.09368
