,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,,DGP,750,50,[2],adam_Mxit1500,0.266193600683,0.685519795264,0.459,fixed_zu,,4817.414869
0,,DGP,1000,50,[2],adam_Mxit1500,0.26644359034,0.650432060987,0.438,fixed_zu,,4960.496194
0,,DGP,500,50,[2],adam_Mxit1500,0.296753757933,0.852544326026,0.582,fixed_zu,,4812.312146
0,,DGP,1250,50,[2],adam_Mxit1500,0.350392879319,0.885521325654,0.601,fixed_zu,,4916.955303
