,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_5,DGP,50,50,[2],adam,0.831176535433,1.3294289956,,,3600.716388,
0,DGP_5,DGP,100,50,[2],adam,0.289691144916,0.694152208975,,,3975.078803,
0,DGP_5,DGP,250,50,[2],adam,0.262156563868,0.719094304864,,,4586.268432,
0,DGP_5,DGP,500,50,[2],adam,0.173241286376,0.302649402255,,,4634.593131,
0,DGP_5,DGP,750,50,[2],adam,0.15862553648,0.391443149432,,,4585.674335,
0,DGP_5,DGP,1000,50,[2],adam,0.0984084874417,0.16507334867,,,4689.986522,
0,DGP_5,DGP,1250,50,[2],adam,0.0897420558971,0.0562083728109,,,4689.54846,
