,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.1452,0.190010821779,0.0940798789327,,,201.958399,mb_250lr_0.02
