,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_2,SGP,50,25,nan,,0.54351189453,1.11942830149,,,9.504308,
0,DGP_2,SGP,100,25,nan,,0.555697169965,1.14031415053,,,10.057976,
0,DGP_2,SGP,250,25,nan,,0.53009722325,1.11949541592,,,16.507039,
0,DGP_2,SGP,500,25,nan,,0.368917817719,0.930792105705,,,39.218559,
0,DGP_2,SGP,750,25,nan,,0.279248227729,0.785161834163,,,76.789458,
0,DGP_2,SGP,1000,25,nan,,0.275166979654,0.7788720937,,,69.44327,
0,DGP_2,SGP,1250,25,nan,,0.281114903503,0.780439877568,,,93.111196,
