,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.1428,0.195428223508,0.0949288712957,,,122.292407,mb_250lr_0.02
