,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.5422,0.472288775731,0.973782551739,True,0.11290834115,22.193865,mb_250lr_0.02
