,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,25,[2],adam500sn_0.1,0.535870372613,1.00040222468,,,16.009678,mb_500lr_0.001
