,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam200,0.582531496184,1.04059259759,,,22.162544,mb_250sn_0.012162697362lr_0.001
