,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,50,[2],adam1000sn_0.2557,0.223871792095,0.373650216976,,,142.573025,mb_500lr_0.02
