,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,config
0,meeting,DGP,500,25,[2],adam500sn_0.0001,0.534781969033,1.00897154171,,,16.381289,mb_500lr_0.001
