,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_1,DGP,50,25,[2],adam,0.631655589399,1.68075967741,,,337.613187,
0,DGP_1,DGP,100,25,[2],adam,0.48514897673,0.967672369761,,,497.585712,
0,DGP_1,DGP,250,25,[2],adam,0.293048485058,0.818510594012,,,789.50763,
0,DGP_1,DGP,500,25,[2],adam,0.238117271833,0.679044073088,,,691.728323,
0,DGP_1,DGP,750,25,[2],adam,0.170414745685,0.473276643921,,,22.435859,
0,DGP_1,DGP,1000,25,[2],adam,0.209213578029,0.547709157967,,,21.195806,
0,DGP_1,DGP,1250,25,[2],adam,0.196701772881,0.541738373158,,,718.281755,
