,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_1,SGP,50,25,nan,,0.600026302865,1.31609276411,,,95.149767,
0,DGP_1,SGP,100,25,nan,,0.398386963976,0.929751685688,,,55.493426,
0,DGP_1,SGP,250,25,nan,,0.358959483286,0.868151388899,,,38.196132,
0,DGP_1,SGP,500,25,nan,,0.234586925909,0.714651525702,,,66.845842,
0,DGP_1,SGP,750,25,nan,,0.242626464113,0.717056376165,,,69.014088,
0,DGP_1,SGP,1000,25,nan,,0.219450084546,0.658772175942,,,111.094933,
0,DGP_1,SGP,1250,25,nan,,0.218817317651,0.668452314726,,,72.595051,
