,exp,model,N_train,M,hidden_size,optimizer,mse,nll,outlier,outlier_var,time,bumps
0,DGP_1,DGP,50,50,[2],adam,0.635517072634,1.58721769939,True,0.13258386021992508,3657.135243,
0,DGP_1,DGP,100,50,[2],adam,0.317594884684,0.82931788013,,,3872.630803,
0,DGP_1,DGP,250,50,[2],adam,0.27495274155,0.693680653733,,,4680.909376,
0,DGP_1,DGP,500,50,[2],adam,0.172865944408,0.414494815928,,,4477.535767,
0,DGP_1,DGP,750,50,[2],adam,0.174752020386,0.52215467882,,,4496.578508,
0,DGP_1,DGP,1000,50,[2],adam,0.157407855003,0.398108852491,,,4478.293443,
0,DGP_1,DGP,1250,50,[2],adam,0.193317914754,0.520837072477,,,4551.172856,
