,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,exp_4,DGP,75,50,[2],L-BFGS-B_Mxit1000,0.443922084821,0.924295691747,sn_0.433,default,True,48.782032
0,exp_3,DGP,75,50,[2],L-BFGS-B_Mxit1000,0.549130006536,1.34742182269,sn_0.305,default,,296.22834
0,exp_4,DGP,100,50,[2],L-BFGS-B_Mxit1000,0.385094664248,0.960940109555,sn_0.244,default,True,335.118699
0,exp_4,DGP,250,50,[2],L-BFGS-B_Mxit1000,0.338586487349,0.896755347484,sn_0.601,default,True,101.65716
0,exp_3,DGP,100,50,[2],L-BFGS-B_Mxit1000,0.394373017871,0.798273714657,sn_0.238,default,,318.027045
0,exp_4,DGP,500,50,[2],L-BFGS-B_Mxit1000,0.244823838772,0.644281328669,sn_0.424,default,,65.508536
0,exp_3,DGP,250,50,[2],L-BFGS-B_Mxit1000,0.0989364084269,-0.225707543501,sn_0.127,default,,293.318471
0,exp_4,DGP,750,50,[2],L-BFGS-B_Mxit1000,0.128194759046,0.206975187955,sn_0.245,default,,302.200229
0,exp_3,DGP,500,50,[2],L-BFGS-B_Mxit1000,0.0979569485886,-0.329631093924,sn_0.123,default,,378.178957
0,exp_3,DGP,750,50,[2],L-BFGS-B_Mxit1000,0.0371851186665,-0.434192999767,sn_0.13,default,,611.222032
0,exp_3,DGP,1000,50,[2],L-BFGS-B_Mxit1000,0.0602369737503,-0.289709930185,sn_0.144,default,,503.510536
0,exp_3,DGP,1250,50,[2],L-BFGS-B_Mxit1000,0.0469903239964,-0.357308166981,sn_0.145,default,,780.678681
