,exp,model,N_train,M,hidden_size,optimizer,mse,nll,config,init,outlier,time
0,exp_4,DGP,75,30,[2],L-BFGS-B_Mxit1000,0.452219283924,0.96719101042,sn_0.452,default,True,2.413914
0,exp_3,DGP,75,30,[2],L-BFGS-B_Mxit1000,0.551075809975,1.32256759023,sn_0.28,default,,17.446187
0,exp_4,DGP,100,30,[2],L-BFGS-B_Mxit1000,0.966774701134,1.40216031665,sn_0.994,default,True,0.842301
0,exp_3,DGP,100,30,[2],L-BFGS-B_Mxit1000,0.359766108832,0.804348491166,sn_0.31,default,,21.293566
0,exp_4,DGP,250,30,[2],L-BFGS-B_Mxit1000,0.327717048054,0.879598350189,sn_0.584,default,True,3.839615
0,exp_3,DGP,250,30,[2],L-BFGS-B_Mxit1000,0.268590522669,0.531592354856,sn_0.304,default,,45.556508
0,exp_4,DGP,500,30,[2],L-BFGS-B_Mxit1000,0.130215107691,0.136137059564,sn_0.223,default,True,75.853195
0,exp_4,DGP,750,30,[2],L-BFGS-B_Mxit1000,0.203305323099,0.467907214618,sn_0.275,default,,89.962502
0,exp_3,DGP,500,30,[2],L-BFGS-B_Mxit1000,0.208337812707,0.258281087124,sn_0.251,default,,92.00807
0,exp_4,DGP,1000,30,[2],L-BFGS-B_Mxit1000,0.1342466691,0.0264990601581,sn_0.196,default,,163.502223
0,exp_3,DGP,750,30,[2],L-BFGS-B_Mxit1000,0.0512480903871,-0.140943656948,sn_0.178,default,,119.688826
0,exp_3,DGP,1000,30,[2],L-BFGS-B_Mxit1000,0.086881987313,-0.0272150465304,sn_0.191,default,,126.836115
0,exp_3,DGP,1250,30,[2],L-BFGS-B_Mxit1000,0.172344056593,0.16367918029,sn_0.229,default,,113.361598
